"geo_name","Total population","Average age","Median age","Median after-tax income","Average after-tax income","Employment income (%)","Gini index","External migrants 1 year ago","External migrants 5 years ago","LANDAREA"
"V4E",12280,42.2,44,38400,46600,73.2,0.3,125,650,7.062
"V4G",75,42,43.2,,,,,0,0,10.8898
"V4K",25195,45.1,47.2,40400,47480,71.2,0.3,160,635,135.2378
"V4L",7875,50.2,54.8,44000,56800,59.7,0.3,20,75,6.5825
"V4M",16805,45.9,49.6,41600,54300,65.8,0.3,165,705,13.6993
"V4N",86010,39,38.8,35200,41840,79,0.3,885,4920,68.1612
"V4P",13950,46,48.4,37200,52250,58.7,0.4,290,770,10.6623
"V4R",17040,38.9,40,41600,49280,76.4,0.3,55,370,172.618
"V4S",7920,40.7,42,35600,42360,75,0.3,30,95,169.696
"V4T",31700,45.9,48,35600,42400,64.2,0.3,80,480,67.2407
"V4V",17725,43.9,45.6,36800,48640,65,0.3,110,325,124.1732
"V4W",21245,40.7,40.8,36000,43960,70.2,0.3,45,455,94.4271
"V4X",14365,39.4,38.8,33600,43360,69,0.3,145,525,130.7937
"V4Z",5775,39.4,40,37200,43280,70.8,0.3,15,120,682.0563
"V5A",25405,41,40,34800,44400,72.4,0.3,530,2330,21.5915
"V5B",22575,42.3,42,33200,42840,73.4,0.3,285,1770,8.5705
"V5C",37685,41.3,38,37200,44760,79.4,0.3,810,3450,7.3639
"V5E",26840,42.8,41.6,30600,39120,73.6,0.3,620,2665,7.4223
"V5G",20135,44.3,44.8,33200,39840,72.4,0.3,300,1305,11.7392
"V5H",41950,42,38.4,28200,34960,75.4,0.3,1685,6895,6.9021
"V5J",23190,42,40.8,31000,38200,75.2,0.3,570,2130,13.7384
"V5K",23430,42.6,42,32800,41520,78.2,0.3,215,1220,5.8956
"V5L",19475,40.8,38.8,36000,43720,81,0.3,150,895,3.4843
"V5M",23410,44.1,42.8,27800,35360,74,0.3,300,1675,4.9012
"V5N",35845,40.9,38.4,32400,41400,80.6,0.3,580,2780,4.9259
"V5P",31625,44.2,44,27800,35040,74.2,0.3,535,2355,5.1674
"V5R",48150,41.7,39.2,29400,34600,80,0.3,900,4820,5.8547
"V5S",32940,43,42.4,33600,39800,76.2,0.3,390,2065,7.0962
"V5T",26340,39.2,36.4,41200,48840,86.6,0.3,350,1830,3.0897
"V5V",24285,40.2,39.2,38000,47840,79,0.3,325,1480,3.7289
"V5W",20825,41.8,40.8,32000,39880,78.2,0.3,335,1725,3.2086
"V5X",31095,40.8,38,28200,34240,76,0.3,875,4090,6.4234
"V5Y",19035,40.4,37.6,44800,58400,74.8,0.4,345,1775,4.1847
"V5Z",24955,43.2,40.4,42000,55700,71.6,0.4,600,2315,3.7848
"V6A",21065,44.3,42,28400,41240,75.4,0.4,225,1280,3.2696
"V6B",32375,39.4,36,41200,52100,83.6,0.4,1440,5435,1.9812
"V6C",2845,43.1,40,41600,87200,44.5,0.6,70,235,0.3778
"V6E",27480,42,37.6,36800,48240,73,0.4,1055,4980,1.2187
"V6G",28015,45,41.6,38000,49040,74.6,0.4,980,4395,5.0571
"V6H",17740,43.4,39.6,44000,54800,73.8,0.4,375,1455,2.7252
"V6J",23045,43.2,40,44800,63850,68.2,0.4,440,2225,4.3035
"V6K",27145,41.9,38.8,42800,57300,72.6,0.4,715,3340,3.1573
"V6L",10565,44.5,46.4,35600,59050,60.6,0.4,350,940,3.4062
"V6M",16420,45.4,46.8,36400,65600,57.4,0.5,390,1555,4.4421
"V6N",14260,42.8,44.8,37200,64100,57.6,0.5,405,870,7.3941
"V6P",33080,42.9,42.4,31200,46280,67,0.4,1140,3665,8.8707
"V6R",19170,42.5,42,38800,65200,61.3,0.5,660,2310,4.7671
"V6S",15710,38.1,36.4,32400,50240,68.4,0.5,990,3050,4.018
"V6T",12045,37.6,31.6,29200,51600,58.3,0.5,655,2195,7.2837
"V6V",11095,41.7,42.8,32000,38160,80.4,0.3,75,400,23.8155
"V6W",2435,43.3,40.4,35600,40760,76,0.3,45,135,23.1463
"V6X",41320,41.4,38,27000,33360,78.2,0.3,1240,4230,13.3262
"V6Y",49220,44.5,44.8,26400,33600,73.6,0.3,1305,4495,9.9996
"V6Z",20685,42.2,38.8,41200,57700,70.8,0.4,805,3305,1.0279
"V7A",26535,43.2,44,29200,37280,70.8,0.3,560,1900,9.9199
"V7B",820,41,43.2,40400,52600,82,0.3,0,25,17.9452
"V7C",40705,43.5,44.4,28000,36920,68.8,0.3,945,3115,10.6744
"V7E",37805,44.4,47.2,35200,46120,69.8,0.3,715,2030,20.0456
"V7G",11850,43.8,47.2,47600,64600,72.4,0.3,105,475,43.5829
"V7H",12430,43.5,44.8,45600,56000,74.4,0.3,85,475,35.3593
"V7J",17865,41.9,42,42000,53500,72.6,0.3,205,1085,28.8174
"V7K",12585,40.7,43.2,46000,60100,78.4,0.3,185,630,7.7674
"V7L",29250,42.4,41.6,40000,50240,78.2,0.3,450,2580,7.2661
"V7M",23085,43.7,42.4,38800,45120,75.8,0.3,340,2200,3.9548
"V7N",15150,43.7,46,40000,57200,70.4,0.3,280,905,18.9085
"V7P",13710,42.5,42.8,32800,44960,72,0.3,265,1370,5.7231
"V7R",15585,42.7,45.6,44000,71700,70,0.4,265,1195,24.65
"V7S",11140,44.2,47.2,35200,73600,46,0.5,310,975,67.9945
"V7T",9890,50,52.4,34000,55150,56,0.4,220,895,3.9999
"V7V",15240,49.7,52.8,40400,94300,44.8,0.5,285,1380,6.7319
"V7W",8695,46.1,50.4,48400,97700,57.2,0.5,150,560,810.013
"V7Z",205,53.4,61.2,,,,,0,0,9.4222
"V8A",19135,49,54,31400,37000,59,0.3,50,240,807.9347
"V8B",17675,37.9,37.2,42400,49520,79,0.3,200,1010,3134.9647
"V8C",8235,41.7,42.4,43600,51350,76.2,0.3,35,100,239.2799
"V8E",13790,38.1,36,37200,48280,73,0.3,325,1870,239.9955
"V8G",19605,40.1,39.6,37600,43960,76.6,0.3,105,495,9721.8369
"V8J",12345,40.4,39.6,37600,46920,79.8,0.3,125,425,3027.6415
"V8K",11635,51.2,56.4,32400,45040,54.8,0.3,80,300,182.9422
"V8L",25110,53.2,59.2,41200,49480,53.8,0.3,85,505,45.3718
"V8M",16685,47.8,51.6,40400,47840,61.5,0.3,70,285,44.7221
"V8N",26050,44.1,44,35600,48440,59.2,0.3,360,1680,15.0089
"V8P",18420,44.9,44.4,36800,44800,65.4,0.3,255,930,8.9531
"V8R",24075,44.2,43.6,38400,48320,66.2,0.3,310,1215,8.0457
"V8S",17295,49,52.4,43600,59300,53.9,0.3,145,660,7.0641
"V8T",21345,42.1,38.4,32000,36720,76.6,0.3,260,1390,5.2509
"V8V",28430,48.7,47.6,36000,42240,63.6,0.3,315,1620,4.6697
"V8W",6455,44.8,40.4,34800,43400,72.2,0.3,155,530,1.1075
"V8X",24225,43.4,42.4,38000,43800,68.8,0.3,230,1205,12.942
"V8Y",10135,49.7,54.8,46400,58150,55.6,0.3,145,355,10.7091
"V8Z",32135,43.2,43.2,38800,43040,71.4,0.2,220,1060,18.5651
"V9A",39760,44.8,44.4,37200,42720,71.4,0.3,255,1435,13.06
"V9B",53955,40.9,40.4,39600,43480,75.6,0.3,485,2225,70.8489
"V9C",27885,40.6,40.8,42800,47080,72.6,0.2,230,670,100.9778
"V9E",5340,47.2,51.2,42800,55200,58.6,0.3,65,90,178.5848
"V9G",15885,48.5,53.2,34400,40840,60.3,0.3,50,160,124.2019
"V9H",10135,45.5,49.2,37600,44680,65.4,0.3,20,145,2880.7689
"V9J",9385,47.3,52.4,35200,43760,64.8,0.3,35,65,187.5907
"V9K",16685,55.7,62,34000,41520,47.7,0.3,60,120,395.3983
"V9L",36520,45.5,48,32800,39320,63.5,0.3,150,760,626.5461
"V9M",18470,49.3,54,36800,43000,56.8,0.3,105,375,29.0435
"V9N",32955,46.7,48.8,33600,39360,61.1,0.3,140,755,831.4049
"V9P",27705,54.6,61.6,34400,41800,48.5,0.3,75,425,118.8923
"V9R",31995,42.6,41.2,30800,36680,69.2,0.3,185,1265,62.8495
"V9S",17975,46,46,32000,38000,66.4,0.3,135,565,13.4742
"V9T",36955,45.5,46.4,36000,42120,65.6,0.3,195,920,27.2258
"V9V",11300,48.3,52.4,37200,44560,58.6,0.3,135,450,6.1822
"V9W",30785,45.9,48,33600,40080,64,0.3,95,495,89.2306
"V9X",11345,43.1,45.2,36800,43240,70.6,0.3,10,105,1383.6257
"V9Y",26445,46.7,50,31200,36920,60.4,0.3,65,245,1725.9167
"V9Z",20135,44.2,46.4,36400,41120,68.2,0.3,60,265,149.4105
"X0A",19355,28.7,26.8,38400,51080,84.4,0.3,15,155,970387.7204
"X0B",6475,28.7,25.8,28400,41640,77.6,0.3,10,0,452361.383
"X0C",11030,27.2,23.6,31200,44320,79.8,0.3,10,25,414244.6732
"X0E",19800,37,35.6,38400,49040,79.4,0.3,25,185,920802.8987
"X0G",470,37.1,35.6,25400,33600,71,0.3,0,0,67.6132
"X1A",20805,35.7,35.6,60800,64500,86.6,0.3,95,675,206841.4058
"Y0A",1655,44,47.2,35200,41720,76,0.3,10,35,158266.8753
"Y0B",7480,42.8,43.6,40000,44320,75,0.3,30,120,311462.8154
"Y1A",31095,39.1,38,49200,54750,77.4,0.3,210,1350,2615.7443
